CASNumber,HazardCode
1166-52-5, H317, Skin Sens. 1
463-71-8, H331, Acute Tox. 3
463-71-8, H302, Acute Tox. 4
463-71-8, H335, STOT SE 3
463-71-8, H315, Skin Irrit. 2
463-71-8, H319, Eye Irrit. 2
80387-97-9, H360D, Repr. 1B
80387-97-9, H317, Skin Sens. 1
80387-97-9, H412, Aquatic Chronic 3
96-34-4, H226, Flam. Liq. 3
96-34-4, H331, Acute Tox. 3
96-34-4, H301, Acute Tox. 3
96-34-4, H335, STOT SE 3
96-34-4, H315, Skin Irrit. 2
96-34-4, H318, Eye Dam. 1
105-48-6, H226, Flam. Liq. 3
105-48-6, H301, Acute Tox. 3
105-48-6, H335, STOT SE 3
105-48-6, H315, Skin Irrit. 2
105-48-6, H319, Eye Irrit. 2
87237-48-7, H302, Acute Tox. 4
87237-48-7, H400, Aquatic Acute 1
87237-48-7, H410, Aquatic Chronic 1
91853-67-7, H315, Skin Irrit. 2
91853-67-7, H400, Aquatic Acute 1
91853-67-7, H410, Aquatic Chronic 1
77402-05-2, H350, Carc. 1B
77402-05-2, H340, Muta. 1B
77402-05-2, H314, Skin Corr. 1B
77402-05-2, H317, Skin Sens. 1
6386-39-6, H302, Acute Tox. 4
6386-39-6, H411, Aquatic Chronic 2
67567-23-1, H226, Flam. Liq. 3
67567-23-1, H242, Org. Perox. D
67567-23-1, H411, Aquatic Chronic 2
19247-05-3, H301, Acute Tox. 3
19247-05-3, H373, STOT RE 2
19247-05-3, H317, Skin Sens. 1
19247-05-3, H412, Aquatic Chronic 3
107551-67-7, H302, Acute Tox. 4
107551-67-7, H319, Eye Irrit. 2
15165-67-0, H302, Acute Tox. 4
15165-67-0, H315, Skin Irrit. 2
15165-67-0, H318, Eye Dam. 1
15165-67-0, H317, Skin Sens. 1
62268-47-7, H302, Acute Tox. 4
62268-47-7, H317, Skin Sens. 1
62268-47-7, H411, Aquatic Chronic 2
63740-41-0, H317, Skin Sens. 1
63740-41-0, H411, Aquatic Chronic 2
118712-89-3, H315, Skin Irrit. 2
118712-89-3, H400, Aquatic Acute 1
118712-89-3, H410, Aquatic Chronic 1
39562-17-9, H317, Skin Sens. 1
39562-17-9, H400, Aquatic Acute 1
39562-17-9, H410, Aquatic Chronic 1
15980-11-7, H373, STOT RE 2
15980-11-7, H318, Eye Dam. 1
15980-11-7, H317, Skin Sens. 1
15980-11-7, H241, Self-React. C
120447-91-8, H302, Acute Tox. 4
120447-91-8, H314, Skin Corr. 1A
117-82-8, H360Df, Repr. 1B
88-10-8, H351, Carc. 2
88-10-8, H332, Acute Tox. 4
88-10-8, H302, Acute Tox. 4
88-10-8, H335, STOT SE 3
88-10-8, H315, Skin Irrit. 2
88-10-8, H319, Eye Irrit. 2
149-57-5, H361d, Repr. 2
1702-17-6, H318, Eye Dam. 1
55512-33-9, H315, Skin Irrit. 2
55512-33-9, H317, Skin Sens. 1
55512-33-9, H400, Aquatic Acute 1
55512-33-9, H410, Aquatic Chronic 1
2499-95-8, H335, STOT SE 3
2499-95-8, H315, Skin Irrit. 2
2499-95-8, H319, Eye Irrit. 2
2499-95-8, H317, Skin Sens. 1
2499-95-8, H411, Aquatic Chronic 2
467-69-6, H411, Aquatic Chronic 2
137-05-3, H335, STOT SE 3
137-05-3, H315, Skin Irrit. 2
137-05-3, H319, Eye Irrit. 2
7085-85-0, H335, STOT SE 3
7085-85-0, H315, Skin Irrit. 2
7085-85-0, H319, Eye Irrit. 2
72850-64-7, H411, Aquatic Chronic 2
102851-06-9, H302, Acute Tox. 4
102851-06-9, H315, Skin Irrit. 2
102851-06-9, H400, Aquatic Acute 1
102851-06-9, H410, Aquatic Chronic 1
39515-41-8, H330, Acute Tox. 2
39515-41-8, H301, Acute Tox. 3
39515-41-8, H312, Acute Tox. 4
39515-41-8, H400, Aquatic Acute 1
39515-41-8, H410, Aquatic Chronic 1
1694-82-2, H318, Eye Dam. 1
1694-82-2, H334, Resp. Sens. 1
1694-82-2, H317, Skin Sens. 1
3425-89-6, H318, Eye Dam. 1
3425-89-6, H334, Resp. Sens. 1
3425-89-6, H317, Skin Sens. 1
5333-84-6, H318, Eye Dam. 1
5333-84-6, H334, Resp. Sens. 1
5333-84-6, H317, Skin Sens. 1
11070-44-3, H318, Eye Dam. 1
11070-44-3, H334, Resp. Sens. 1
11070-44-3, H317, Skin Sens. 1
26590-20-5, H318, Eye Dam. 1
26590-20-5, H334, Resp. Sens. 1
26590-20-5, H317, Skin Sens. 1
34090-76-1, H318, Eye Dam. 1
34090-76-1, H334, Resp. Sens. 1
34090-76-1, H317, Skin Sens. 1
42498-58-8, H318, Eye Dam. 1
42498-58-8, H334, Resp. Sens. 1
42498-58-8, H317, Skin Sens. 1
19438-60-9, H318, Eye Dam. 1
19438-60-9, H334, Resp. Sens. 1
19438-60-9, H317, Skin Sens. 1
25550-51-0, H318, Eye Dam. 1
25550-51-0, H334, Resp. Sens. 1
25550-51-0, H317, Skin Sens. 1
48122-14-1, H318, Eye Dam. 1
48122-14-1, H334, Resp. Sens. 1
48122-14-1, H317, Skin Sens. 1
57110-29-9, H318, Eye Dam. 1
57110-29-9, H334, Resp. Sens. 1
57110-29-9, H317, Skin Sens. 1
117-08-8, H318, Eye Dam. 1
117-08-8, H334, Resp. Sens. 1
117-08-8, H317, Skin Sens. 1
117-08-8, H400, Aquatic Acute 1
117-08-8, H410, Aquatic Chronic 1
29590-42-9, H335, STOT SE 3
29590-42-9, H315, Skin Irrit. 2
29590-42-9, H319, Eye Irrit. 2
29590-42-9, H400, Aquatic Acute 1
29590-42-9, H410, Aquatic Chronic 1
1663-39-4, H225, Flam. Liq. 2
1663-39-4, H332, Acute Tox. 4
1663-39-4, H312, Acute Tox. 4
1663-39-4, H302, Acute Tox. 4
1663-39-4, H335, STOT SE 3
1663-39-4, H315, Skin Irrit. 2
1663-39-4, H317, Skin Sens. 1
1663-39-4, H411, Aquatic Chronic 2
96-05-9, H226, Flam. Liq. 3
96-05-9, H331, Acute Tox. 3
96-05-9, H312, Acute Tox. 4
96-05-9, H302, Acute Tox. 4
96-05-9, H400, Aquatic Acute 1
142-90-5, H335, STOT SE 3
142-90-5, H315, Skin Irrit. 2
142-90-5, H319, Eye Irrit. 2
142-90-5, H400, Aquatic Acute 1
142-90-5, H410, Aquatic Chronic 1
132-67-2, H302, Acute Tox. 4
42978-66-5, H335, STOT SE 3
42978-66-5, H315, Skin Irrit. 2
42978-66-5, H319, Eye Irrit. 2
42978-66-5, H317, Skin Sens. 1
42978-66-5, H411, Aquatic Chronic 2
118-48-9, H319, Eye Irrit. 2
118-48-9, H317, Skin Sens. 1
70657-70-4, H226, Flam. Liq. 3
70657-70-4, H360D, Repr. 1B
70657-70-4, H335, STOT SE 3
91465-08-6, H330, Acute Tox. 2
91465-08-6, H301, Acute Tox. 3
91465-08-6, H312, Acute Tox. 4
91465-08-6, H400, Aquatic Acute 1
91465-08-6, H410, Aquatic Chronic 1
68359-37-5, H300, Acute Tox. 2
68359-37-5, H331, Acute Tox. 3
68359-37-5, H400, Aquatic Acute 1
68359-37-5, H410, Aquatic Chronic 1
68359-37-5, H330, Acute Tox. 2
68359-37-5, H300, Acute Tox. 2
68359-37-5, H400, Aquatic Acute 1
68359-37-5, H410, Aquatic Chronic 1
131860-33-8, H331, Acute Tox. 3
131860-33-8, H400, Aquatic Acute 1
131860-33-8, H410, Aquatic Chronic 1
637-78-5, H225, Flam. Liq. 2
105560-93-8, H318, Eye Dam. 1
105560-93-8, H317, Skin Sens. 1
105560-93-8, H412, Aquatic Chronic 3
39562-16-8, H318, Eye Dam. 1
39562-16-8, H317, Skin Sens. 1
39562-16-8, H412, Aquatic Chronic 3
118832-72-7, H400, Aquatic Acute 1
118832-72-7, H410, Aquatic Chronic 1
86393-33-1, H302, Acute Tox. 4
86393-33-1, H412, Aquatic Chronic 3
53250-83-2, H318, Eye Dam. 1
52460-86-3, H315, Skin Irrit. 2
52460-86-3, H412, Aquatic Chronic 3
130296-87-6, H302, Acute Tox. 4
130296-87-6, H400, Aquatic Acute 1
130296-87-6, H410, Aquatic Chronic 1
33610-13-8, H334, Resp. Sens. 1
33610-13-8, H317, Skin Sens. 1
33610-13-8, H412, Aquatic Chronic 3
61597-96-4, H319, Eye Irrit. 2
94050-90-5, H318, Eye Dam. 1
90498-90-1, H312, Acute Tox. 4
156324-82-2, H319, Eye Irrit. 2
156324-82-2, H411, Aquatic Chronic 2
81406-37-3, H400, Aquatic Acute 1
81406-37-3, H410, Aquatic Chronic 1
154486-27-8, H400, Aquatic Acute 1
154486-27-8, H410, Aquatic Chronic 1
54527-73-0, H317, Skin Sens. 1
54527-73-0, H411, Aquatic Chronic 2
66531-87-1, H317, Skin Sens. 1
54322-20-2, H302, Acute Tox. 4
54322-20-2, H319, Eye Irrit. 2
54322-20-2, H317, Skin Sens. 1
127519-17-9, H411, Aquatic Chronic 2
15121-89-8, H312, Acute Tox. 4
15121-89-8, H302, Acute Tox. 4
15121-89-8, H315, Skin Irrit. 2
15121-89-8, H318, Eye Dam. 1
15121-89-8, H317, Skin Sens. 1
15121-89-8, H400, Aquatic Acute 1
15121-89-8, H410, Aquatic Chronic 1
136213-76-8, H411, Aquatic Chronic 2
141880-36-6, H317, Skin Sens. 1
141880-36-6, H412, Aquatic Chronic 3
148732-74-5, H319, Eye Irrit. 2
148732-74-5, H317, Skin Sens. 1
148732-74-5, H412, Aquatic Chronic 3
92761-26-7, H318, Eye Dam. 1
97101-46-7, H302, Acute Tox. 4
97101-46-7, H317, Skin Sens. 1
97101-46-7, H400, Aquatic Acute 1
97101-46-7, H410, Aquatic Chronic 1
93107-30-3, H361f, Repr. 2
93107-30-3, H412, Aquatic Chronic 3
69806-50-4, H360D, Repr. 1B
69806-50-4, H400, Aquatic Acute 1
69806-50-4, H410, Aquatic Chronic 1
79241-46-6, H361d, Repr. 2
79241-46-6, H400, Aquatic Acute 1
79241-46-6, H410, Aquatic Chronic 1
84332-86-5, H351, Carc. 2
84332-86-5, H411, Aquatic Chronic 2
50471-44-8, H351, Carc. 2
50471-44-8, H360FD, Repr. 1B
50471-44-8, H317, Skin Sens. 1
50471-44-8, H411, Aquatic Chronic 2
128639-02-1, H400, Aquatic Acute 1
128639-02-1, H410, Aquatic Chronic 1
143390-89-0, H351, Carc. 2
143390-89-0, H400, Aquatic Acute 1
143390-89-0, H410, Aquatic Chronic 1
25059-80-7, H411, Aquatic Chronic 2
625-45-6, H360FD, Repr. 1B
625-45-6, H302, Acute Tox. 4
625-45-6, H314, Skin Corr. 1B
40292-82-8, H330, Acute Tox. 2
40292-82-8, H302, Acute Tox. 4
40292-82-8, H314, Skin Corr. 1B
26225-79-6, H411, Aquatic Chronic 2
1071-83-6, H318, Eye Dam. 1
1071-83-6, H411, Aquatic Chronic 2
81591-81-3, H302, Acute Tox. 4
81591-81-3, H411, Aquatic Chronic 2
117-81-7, H360FD, Repr. 1B
84-74-2, H360Df, Repr. 1B
84-74-2, H400, Aquatic Acute 1
52918-63-5, H331, Acute Tox. 3
52918-63-5, H301, Acute Tox. 3
52918-63-5, H400, Aquatic Acute 1
52918-63-5, H410, Aquatic Chronic 1
130066-57-8, H317, Skin Sens. 1
130066-57-8, H400, Aquatic Acute 1
130066-57-8, H410, Aquatic Chronic 1
73246-45-4, H226, Flam. Liq. 3
73246-45-4, H373, STOT RE 2
73246-45-4, H319, Eye Irrit. 2
107144-30-9, H302, Acute Tox. 4
107144-30-9, H411, Aquatic Chronic 2
29617-66-1, H312, Acute Tox. 4
29617-66-1, H302, Acute Tox. 4
29617-66-1, H314, Skin Corr. 1A
141847-13-4, H318, Eye Dam. 1
141847-13-4, H411, Aquatic Chronic 2
127047-77-2, H302, Acute Tox. 4
127047-77-2, H411, Aquatic Chronic 2
70264-94-7, H315, Skin Irrit. 2
70264-94-7, H318, Eye Dam. 1
70264-94-7, H317, Skin Sens. 1
70264-94-7, H400, Aquatic Acute 1
70264-94-7, H410, Aquatic Chronic 1
79815-20-6, H361f, Repr. 2
79815-20-6, H373, STOT RE 2
79815-20-6, H317, Skin Sens. 1
50715-28-1, H226, Flam. Liq. 3
50715-28-1, H331, Acute Tox. 3
50715-28-1, H302, Acute Tox. 4
50715-28-1, H373, STOT RE 2
50715-28-1, H318, Eye Dam. 1
50715-28-1, H317, Skin Sens. 1
100501-62-0, H317, Skin Sens. 1
100501-62-0, H412, Aquatic Chronic 3
72619-32-0, H302, Acute Tox. 4
72619-32-0, H400, Aquatic Acute 1
72619-32-0, H410, Aquatic Chronic 1
122760-85-4, H315, Skin Irrit. 2
122760-85-4, H317, Skin Sens. 1
122760-85-4, H411, Aquatic Chronic 2
125078-60-6, H226, Flam. Liq. 3
125078-60-6, H302, Acute Tox. 4
125078-60-6, H315, Skin Irrit. 2
125078-60-6, H318, Eye Dam. 1
125078-60-6, H411, Aquatic Chronic 2
72531-53-4, H315, Skin Irrit. 2
72531-53-4, H319, Eye Irrit. 2
42221-52-3, H302, Acute Tox. 4
42221-52-3, H314, Skin Corr. 1B
42221-52-3, H317, Skin Sens. 1
26116-56-3, H318, Eye Dam. 1
26116-56-3, H400, Aquatic Acute 1
26116-56-3, H410, Aquatic Chronic 1
69788-75-6, H317, Skin Sens. 1
69788-75-6, H411, Aquatic Chronic 2
113963-87-4, H302, Acute Tox. 4
113963-87-4, H315, Skin Irrit. 2
113963-87-4, H318, Eye Dam. 1
113963-87-4, H317, Skin Sens. 1
119299-10-4, H302, Acute Tox. 4
119299-10-4, H315, Skin Irrit. 2
119299-10-4, H318, Eye Dam. 1
119299-10-4, H317, Skin Sens. 1
136210-32-7, H317, Skin Sens. 1
136210-32-7, H412, Aquatic Chronic 3
69184-17-4, H411, Aquatic Chronic 2
80657-64-3, H315, Skin Irrit. 2
80657-64-3, H411, Aquatic Chronic 2
2511-00-4, H411, Aquatic Chronic 2
15024-10-9, H317, Skin Sens. 1
15024-10-9, H400, Aquatic Acute 1
15024-10-9, H410, Aquatic Chronic 1
131766-73-9, H317, Skin Sens. 1
54275-93-3, H334, Resp. Sens. 1
76109-32-5, H334, Resp. Sens. 1
133167-77-8, H317, Skin Sens. 1
96562-58-2, H318, Eye Dam. 1
96562-58-2, H412, Aquatic Chronic 3
5788-17-0, H317, Skin Sens. 1
119154-86-8, H302, Acute Tox. 4
119154-86-8, H314, Skin Corr. 1B
119154-86-8, H317, Skin Sens. 1
6613-44-1, H314, Skin Corr. 1B
6613-44-1, H317, Skin Sens. 1
153352-59-1, H302, Acute Tox. 4
110895-43-7, H331, Acute Tox. 3
110895-43-7, H301, Acute Tox. 3
110895-43-7, H400, Aquatic Acute 1
110895-43-7, H410, Aquatic Chronic 1
147027-04-1, H302, Acute Tox. 4
147027-04-1, H315, Skin Irrit. 2
147027-04-1, H318, Eye Dam. 1
147027-04-1, H317, Skin Sens. 1
41620-33-1, H400, Aquatic Acute 1
41620-33-1, H410, Aquatic Chronic 1
119738-06-6, H351, Carc. 2
119738-06-6, H361fd, Repr. 2
119738-06-6, H302, Acute Tox. 4
119738-06-6, H373, STOT RE 2
119738-06-6, H400, Aquatic Acute 1
119738-06-6, H410, Aquatic Chronic 1
37441-29-5, H317, Skin Sens. 1
37441-29-5, H411, Aquatic Chronic 2
90035-08-8, H360D, Repr. 1B
90035-08-8, H330, Acute Tox. 1
90035-08-8, H310, Acute Tox. 1
90035-08-8, H300, Acute Tox. 1
90035-08-8, H372, STOT RE 1
90035-08-8, H400, Aquatic Acute 1
90035-08-8, H410, Aquatic Chronic 1
23085-60-1, H361f, Repr. 2
23085-60-1, H315, Skin Irrit. 2
23085-60-1, H317, Skin Sens. 1
23085-60-1, H400, Aquatic Acute 1
23085-60-1, H410, Aquatic Chronic 1
90657-55-9, H361f, Repr. 2
90657-55-9, H302, Acute Tox. 4
90657-55-9, H315, Skin Irrit. 2
90657-55-9, H318, Eye Dam. 1
90657-55-9, H317, Skin Sens. 1
97148-39-5, H228, Flam. Sol. 2
117907-43-4, H318, Eye Dam. 1
117907-43-4, H317, Skin Sens. 1
117907-43-4, H412, Aquatic Chronic 3
86403-32-9, H318, Eye Dam. 1
86403-32-9, H317, Skin Sens. 1
86403-32-9, H400, Aquatic Acute 1
86403-32-9, H410, Aquatic Chronic 1
125229-74-5, H411, Aquatic Chronic 2
174591-51-6, H315, Skin Irrit. 2
174591-51-6, H318, Eye Dam. 1
174591-51-6, H317, Skin Sens. 1
174591-51-6, H400, Aquatic Acute 1
174591-51-6, H410, Aquatic Chronic 1
58856-63-6, H315, Skin Irrit. 2
58856-63-6, H318, Eye Dam. 1
58856-63-6, H317, Skin Sens. 1
58856-63-6, H400, Aquatic Acute 1
58856-63-6, H410, Aquatic Chronic 1
2788-74-1, H302, Acute Tox. 4
2788-74-1, H317, Skin Sens. 1
2788-74-1, H412, Aquatic Chronic 3
119710-96-2, H302, Acute Tox. 4
41959-35-7, H302, Acute Tox. 4
41959-35-7, H411, Aquatic Chronic 2
106447-44-3, H317, Skin Sens. 1
5521-55-1, H318, Eye Dam. 1
147783-69-5, H400, Aquatic Acute 1
147783-69-5, H410, Aquatic Chronic 1
125630-94-6, H400, Aquatic Acute 1
125630-94-6, H410, Aquatic Chronic 1
104468-21-5, H315, Skin Irrit. 2
104468-21-5, H412, Aquatic Chronic 3
32750-89-3, H400, Aquatic Acute 1
32750-89-3, H410, Aquatic Chronic 1
88805-65-6, H315, Skin Irrit. 2
88805-65-6, H318, Eye Dam. 1
88805-65-6, H317, Skin Sens. 1
148348-12-3, H411, Aquatic Chronic 2
184637-62-5, H302, Acute Tox. 4
184637-62-5, H318, Eye Dam. 1
143468-96-6, H315, Skin Irrit. 2
143468-96-6, H318, Eye Dam. 1
143468-96-6, H317, Skin Sens. 1
184637-63-6, H373, STOT RE 2
184637-63-6, H318, Eye Dam. 1
184637-63-6, H317, Skin Sens. 1
184637-63-6, H412, Aquatic Chronic 3
779343-34-9, H315, Skin Irrit. 2
779343-34-9, H318, Eye Dam. 1
779343-34-9, H317, Skin Sens. 1
779343-34-9, H400, Aquatic Acute 1
779343-34-9, H410, Aquatic Chronic 1
70987-78-9, H350, Carc. 1B
70987-78-9, H341, Muta. 2
70987-78-9, H318, Eye Dam. 1
70987-78-9, H317, Skin Sens. 1
70987-78-9, H411, Aquatic Chronic 2
133481-10-4, H302, Acute Tox. 4
133481-10-4, H373, STOT RE 2
133481-10-4, H412, Aquatic Chronic 3
96314-26-0, H361f, Repr. 2
96314-26-0, H317, Skin Sens. 1
628-11-5, H331, Acute Tox. 3
628-11-5, H302, Acute Tox. 4
628-11-5, H373, STOT RE 2
628-11-5, H315, Skin Irrit. 2
628-11-5, H318, Eye Dam. 1
628-11-5, H317, Skin Sens. 1
26218-04-2, H400, Aquatic Acute 1
26218-04-2, H410, Aquatic Chronic 1
166596-68-5, H318, Eye Dam. 1
166596-68-5, H317, Skin Sens. 1
10097-02-6, H318, Eye Dam. 1
10097-02-6, H412, Aquatic Chronic 3
52315-07-8, H332, Acute Tox. 4
52315-07-8, H302, Acute Tox. 4
52315-07-8, H335, STOT SE 3
52315-07-8, H400, Aquatic Acute 1
52315-07-8, H410, Aquatic Chronic 1
67375-30-8, H301, Acute Tox. 3
67375-30-8, H335, STOT SE 3
67375-30-8, H373, STOT RE 2
67375-30-8, H400, Aquatic Acute 1
67375-30-8, H410, Aquatic Chronic 1
141517-21-7, H317, Skin Sens. 1
141517-21-7, H400, Aquatic Acute 1
141517-21-7, H410, Aquatic Chronic 1
57837-19-1, H302, Acute Tox. 4
57837-19-1, H317, Skin Sens. 1
57837-19-1, H412, Aquatic Chronic 3
84777-06-0, H360FD, Repr. 1B
84777-06-0, H400, Aquatic Acute 1
131-18-0, H360FD, Repr. 1B
131-18-0, H400, Aquatic Acute 1
605-50-5, H360FD, Repr. 1B
605-50-5, H400, Aquatic Acute 1
56634-95-8, H361d, Repr. 2
56634-95-8, H332, Acute Tox. 4
56634-95-8, H302, Acute Tox. 4
56634-95-8, H317, Skin Sens. 1
56634-95-8, H400, Aquatic Acute 1
56634-95-8, H410, Aquatic Chronic 1
64-02-8, H302, Acute Tox. 4
64-02-8, H318, Eye Dam. 1
60-00-4, H319, Eye Irrit. 2
85-68-7, H360Df, Repr. 1B
85-68-7, H400, Aquatic Acute 1
85-68-7, H410, Aquatic Chronic 1
23031-36-9, H331, Acute Tox. 3
23031-36-9, H302, Acute Tox. 4
23031-36-9, H400, Aquatic Acute 1
23031-36-9, H410, Aquatic Chronic 1
87392-12-9, H317, Skin Sens. 1
87392-12-9, H400, Aquatic Acute 1
87392-12-9, H410, Aquatic Chronic 1
178961-20-1, H317, Skin Sens. 1
178961-20-1, H400, Aquatic Acute 1
178961-20-1, H410, Aquatic Chronic 1
52315-07-8, H302, Acute Tox. 4
52315-07-8, H335, STOT SE 3
52315-07-8, H315, Skin Irrit. 2
52315-07-8, H317, Skin Sens. 1
52315-07-8, H400, Aquatic Acute 1
52315-07-8, H410, Aquatic Chronic 1
16484-77-8, H302, Acute Tox. 4
16484-77-8, H318, Eye Dam. 1
16484-77-8, H411, Aquatic Chronic 2
111969-64-3, H373, STOT RE 2
111969-64-3, H318, Eye Dam. 1
111969-64-3, H411, Aquatic Chronic 2
252977-62-1, H317, Skin Sens. 1
112941-26-1, H302, Acute Tox. 4
112941-26-1, H319, Eye Irrit. 2
37443-42-8, H318, Eye Dam. 1
144740-59-0, H317, Skin Sens. 1
144740-59-0, H411, Aquatic Chronic 2
87460-09-1, H318, Eye Dam. 1
77214-82-5, H318, Eye Dam. 1
155522-12-6, H317, Skin Sens. 1
155522-12-6, H413, Aquatic Chronic 4
156738-27-1, H317, Skin Sens. 1
156738-27-1, H412, Aquatic Chronic 3
652-18-6, H315, Skin Irrit. 2
652-18-6, H318, Eye Dam. 1
161935-19-9, H318, Eye Dam. 1
161935-19-9, H317, Skin Sens. 1
172964-15-7, H317, Skin Sens. 1
172964-15-7, H413, Aquatic Chronic 4
116193-72-7, H318, Eye Dam. 1
116193-72-7, H412, Aquatic Chronic 3
172890-93-6, H317, Skin Sens. 1
143269-74-3, H411, Aquatic Chronic 2
172277-97-3, H318, Eye Dam. 1
172277-97-3, H411, Aquatic Chronic 2
778577-53-0, H373, STOT RE 2
778577-53-0, H315, Skin Irrit. 2
778577-53-0, H319, Eye Irrit. 2
778577-53-0, H400, Aquatic Acute 1
778577-53-0, H410, Aquatic Chronic 1
88230-35-7, H411, Aquatic Chronic 2
362-03-8, H411, Aquatic Chronic 2
56533-00-7, H312, Acute Tox. 4
56533-00-7, H302, Acute Tox. 4
56533-00-7, H373, STOT RE 2
56533-00-7, H314, Skin Corr. 1B
56533-00-7, H400, Aquatic Acute 1
56533-00-7, H410, Aquatic Chronic 1
154336-20-6, H318, Eye Dam. 1
154336-20-6, H412, Aquatic Chronic 3
151900-44-6, H413, Aquatic Chronic 4
187412-41-5, H317, Skin Sens. 1
148878-18-6, H317, Skin Sens. 1
129050-62-0, H314, Skin Corr. 1B
129050-62-0, H412, Aquatic Chronic 3
79723-02-7, H301, Acute Tox. 3
79723-02-7, H373, STOT RE 2
79723-02-7, H400, Aquatic Acute 1
68515-42-4, H360Df, Repr. 1B
84793-24-8, H318, Eye Dam. 1
84793-24-8, H317, Skin Sens. 1
71888-89-6, H360D, Repr. 1B
221452-67-1, H413, Aquatic Chronic 4
110081-40-8, H412, Aquatic Chronic 3
147379-38-2, H400, Aquatic Acute 1
147379-38-2, H410, Aquatic Chronic 1
71302-79-9, H317, Skin Sens. 1
141773-73-1, H411, Aquatic Chronic 2
78850-37-0, H318, Eye Dam. 1
52894-02-7, H400, Aquatic Acute 1
52894-02-7, H410, Aquatic Chronic 1
168151-92-6, H317, Skin Sens. 1
3681-73-0, H315, Skin Irrit. 2
3681-73-0, H413, Aquatic Chronic 4
178277-55-9, H302, Acute Tox. 4
178277-55-9, H314, Skin Corr. 1B
178277-55-9, H411, Aquatic Chronic 2
68957-94-8, H314, Skin Corr. 1B
187026-95-5, H318, Eye Dam. 1
88938-23-2, H411, Aquatic Chronic 2
76646-91-8, H302, Acute Tox. 4
76646-91-8, H315, Skin Irrit. 2
76646-91-8, H318, Eye Dam. 1
76646-91-8, H317, Skin Sens. 1
134841-35-3, H317, Skin Sens. 1
147732-60-3, H319, Eye Irrit. 2
147732-60-3, H411, Aquatic Chronic 2
105996-54-1, H318, Eye Dam. 1
105996-54-1, H317, Skin Sens. 1
76932-17-7, H302, Acute Tox. 4
76932-17-7, H318, Eye Dam. 1
76932-17-7, H317, Skin Sens. 1
302-97-6, H361f, Repr. 2
302-97-6, H413, Aquatic Chronic 4
176429-27-9, H335, STOT SE 3
176429-27-9, H315, Skin Irrit. 2
176429-27-9, H318, Eye Dam. 1
176429-27-9, H400, Aquatic Acute 1
176429-27-9, H410, Aquatic Chronic 1
136210-30-5, H317, Skin Sens. 1
136210-30-5, H412, Aquatic Chronic 3
184246-86-4, H412, Aquatic Chronic 3
64485-90-1, H228, Flam. Sol. 1
64485-90-1, H351, Carc. 2
64485-90-1, H412, Aquatic Chronic 3
15263-53-3, H400, Aquatic Acute 1
15263-53-3, H410, Aquatic Chronic 1
192725-50-1, H318, Eye Dam. 1
67299-45-0, H412, Aquatic Chronic 3
125643-61-0, H413, Aquatic Chronic 4
119916-05-1, H373, STOT RE 2
119916-05-1, H411, Aquatic Chronic 2
167944-94-7, H412, Aquatic Chronic 3
60658-04-0, H301, Acute Tox. 3
60658-04-0, H372, STOT RE 1
60658-04-0, H317, Skin Sens. 1
60658-04-0, H411, Aquatic Chronic 2
13335-71-2, H302, Acute Tox. 4
13335-71-2, H318, Eye Dam. 1
13335-71-2, H412, Aquatic Chronic 3
198705-81-6, H413, Aquatic Chronic 4
162515-68-6, H312, Acute Tox. 4
162515-68-6, H302, Acute Tox. 4
162515-68-6, H314, Skin Corr. 1B
162515-68-6, H317, Skin Sens. 1
162515-68-6, H411, Aquatic Chronic 2
28698-31-9, H318, Eye Dam. 1
28698-31-9, H400, Aquatic Acute 1
28698-31-9, H410, Aquatic Chronic 1
176429-22-4, H335, STOT SE 3
176429-22-4, H315, Skin Irrit. 2
176429-22-4, H318, Eye Dam. 1
176429-22-4, H400, Aquatic Acute 1
176429-22-4, H410, Aquatic Chronic 1
158585-86-5, H412, Aquatic Chronic 3
94346-09-5, H315, Skin Irrit. 2
94346-09-5, H411, Aquatic Chronic 2
188070-47-5, H317, Skin Sens. 1
125496-22-2, H315, Skin Irrit. 2
125496-22-2, H317, Skin Sens. 1
125496-22-2, H413, Aquatic Chronic 4
154486-26-7, H302, Acute Tox. 4
154486-26-7, H318, Eye Dam. 1
154486-26-7, H411, Aquatic Chronic 2
125778-19-0, H400, Aquatic Acute 1
125778-19-0, H410, Aquatic Chronic 1
156126-48-6, H312, Acute Tox. 4
156126-48-6, H302, Acute Tox. 4
156126-48-6, H373, STOT RE 2
156126-48-6, H315, Skin Irrit. 2
156126-48-6, H318, Eye Dam. 1
156126-48-6, H317, Skin Sens. 1
156126-48-6, H411, Aquatic Chronic 2
27624-67-5, H201, Expl. 1.1
27624-67-5, H318, Eye Dam. 1
27624-67-5, H412, Aquatic Chronic 3
22288-41-1, H225, Flam. Liq. 2
22288-41-1, H242, Org. Perox. D
22288-41-1, H315, Skin Irrit. 2
22288-41-1, H317, Skin Sens. 1
22288-41-1, H411, Aquatic Chronic 2
24085-06-1, H302, Acute Tox. 4
24085-06-1, H373, STOT RE 2
24085-06-1, H318, Eye Dam. 1
24085-06-1, H317, Skin Sens. 1
24085-06-1, H400, Aquatic Acute 1
24085-06-1, H410, Aquatic Chronic 1
169939-84-8, H317, Skin Sens. 1
147027-10-9, H411, Aquatic Chronic 2
179986-09-5, H413, Aquatic Chronic 4
50905-10-7, H318, Eye Dam. 1
